   64.7653718226   50.4641015884   84.0000000000
   61.7011940019   53.0352519697   84.0000000000
   61.7011940019   53.0352519697   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   61.0066666820   49.0960987863   84.0000000000
   61.0066666820   49.0960987863   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   64.0708445027   46.5249484050   84.0000000000
   64.0708445027   46.5249484050   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   67.8295496433   47.8929512071   84.0000000000
   67.8295496433   47.8929512071   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   68.5240769631   51.8321043904   84.0000000000
   68.5240769631   51.8321043904   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   65.4598991425   54.4032547717   84.0000000000
   65.4598991425   54.4032547717   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

   64.7653718226   50.4641015884   84.0000000000
   61.7011940019   53.0352519697   84.0000000000
   61.7011940019   53.0352519697   86.0000000000
   64.7653718226   50.4641015884   86.0000000000

